n,r,m
(:Entity {name: වෙළඳුවෙකු}),[:තහනම],(:Entity {name: සලකුණු කළ මිලට වඩා වැඩි මිලකට විකිණීම})
(:Entity {name: වෙළඳුවෙකු}),[:තහනම],(:Entity {name: වෙළඳ අරමුණු සඳහා භාණ්ඩයක් තම සන්තකයේ ඇති විට එම භාණ්ඩය විකිණීම ප්‍රතික්ෂේප කිරීම})
(:Entity {name: වෙළඳුවෙකු}),[:තහනම],(:Entity {name: භාණ්ඩයේ සන්තකය ප්‍රතික්ෂේප කිරීම})
(:Entity {name: වෙළඳුවෙකු}),[:තහනම],(:Entity {name: වෙනත් භාණ්ඩයක් මිලදී ගැනීම අවශ්‍ය කරන කොන්දේසියක් යටතේ විකිණීම})
(:Entity {name: වෙළඳුවෙකු}),[:තහනම],(:Entity {name: තම ව්‍යාපාරික ස්ථානයේ හෝ වෙනත් ස්ථානයක කොමසාරිස්වරයාගේ මතය අනුව සාමාන්‍ය පුද්ගලික අවශ්‍යතාවයට වඩා වැඩි ප්‍රමාණයකින් භාණ්ඩයක් සඟවා තැබීම})
(:Entity {name: වෙළඳුවෙකු}),[:තහනම],(:Entity {name: පාලිත මිලට වඩා වැඩි මිලකට විකිණීම})
(:Entity {name: වෙළඳුවෙකු}),[:තහනම],(:Entity {name: වෙළඳාමක් හෝ ව්‍යාපාරයක් තුළ නොමඟ යවන හෝ රැවටිලිකාර හැසිරීම්වල නොයෙදිය යුතුයි})
(:Entity {name: වෙළඳුවෙකු}),[:තහනම],(:Entity {name: භාණ්ඩ හෝ සේවා සැපයීම හෝ ප්‍රවර්ධනය සම්බන්ධයෙන් ව්‍යාජ ප්‍රකාශන කිරීම})
(:Entity {name: වෙළඳුවෙකු}),[:ආනයනය_කරයි],(:Entity {name: විකිණීම සහ සැපයීම සඳහා භාණ්ඩ})
(:Entity {name: වෙළඳුවෙකු}),[:අපනයනය_කරයි],(:Entity {name: විකිණීමේ ගිවිසුමකට අනුව භාණ්ඩ})
(:Entity {name: වෙළඳුවෙකු}),[:විකුණයි],(:Entity {name: තොග වශයෙන් භාණ්ඩ})
(:Entity {name: වෙළඳුවෙකු}),[:විකුණයි],(:Entity {name: සිල්ලර මිලට භාණ්ඩ})
(:Entity {name: ලංකා ප්‍රමිති කාර්යාංශය විසින් නියම කර ඇති ප්‍රමිතීන්}),[:සැලකීම],(:Entity {name: කොමසාරිස්වරයා විසින් තීරණය කරන ලද ප්‍රමිතීන් ලෙස})
(:Entity {name: 8 වන වගන්තියේ (4) උප වගන්තිය යටතේ කරන ලද නියෝගයකට අනුකූල වීමට අසමත් වීම}),[:තත්ත්වය],(:Entity {name: මෙම පනත යටතේ වරදක් වේ})
(:Entity {name: එවැනි ගිවිසුමක්}),[:බැඳී_පවතී],(:Entity {name: එම නිෂ්පාදකයා හෝ වෙළඳුවාගේ සෑම බලයලත් බෙදාහරින්නෙකුට සහ සංගමයේ සෑම සාමාජිකයෙකුට})
(:Entity {name: ප්‍රතික්ෂේප කිරීමට ආරක්ෂාව}),[:කොන්දේසිය],(:Entity {name: සාධාරණ ප්‍රමාණයක් සැපයූ නම් හෝ ප්‍රමාණවත් ප්‍රමාණයක් නොමැති නම්})
(:Entity {name: රිසිට්පතේ}),[:ඇතුළත්_වීම],"(:Entity {name: විකිණීමේ දිනය, භාණ්ඩයේ ප්‍රමාණය, ගෙවූ මිල, ගනුදෙනුවේ ස්වභාවය})"
"(:Entity {name: දැන්වීම, මඟ පෙන්වීම හෝ අනතුරු ඇඟවීම ඉවත් කිරීම})",[:තත්ත්වය],(:Entity {name: වරදක් වේ})
(:Entity {name: ව්‍යාජ ප්‍රකාශන}),[:ඇතුළත්_වීම],"(:Entity {name: භාණ්ඩ විශේෂිත ප්‍රමිතියක, ගුණාත්මකභාවයක හෝ ශ්‍රේණියක බව ව්‍යාජව ප්‍රකාශ කිරීම})"
(:Entity {name: අමාත්‍යවරයා}),[:හැකියාව],(:Entity {name: රෙගුලාසි})
(:Entity {name: අමාත්‍යවරයා}),[:හැකියාව],(:Entity {name: අනුබද්ධ සංස්ථාවක්})
(:Entity {name: අමාත්‍යවරයා}),[:හැකියාව],(:Entity {name: රක්ෂණ සංස්ථාවේ සේවකයෙකු})
(:Entity {name: අමාත්‍යවරයා}),[:හැකියාව],(:Entity {name: විමර්ශනය})
(:Entity {name: අමාත්‍යවරයා}),[:හැකියාව],(:Entity {name: විධිවිධාන අදාළ වන බව})
(:Entity {name: අමාත්‍යවරයා}),[:හැකියාව],(:Entity {name: අනුබද්ධ සංස්ථාව})
(:Entity {name: අමාත්‍යවරයා}),[:හැකියාව],(:Entity {name: ස්වාධීන සංස්ථාව})
(:Entity {name: අමාත්‍යවරයා}),[:හැකියාව],(:Entity {name: තාවකාලික ක්‍රියා කිරීමට පුද්ගලයෙකු})
(:Entity {name: අමාත්‍යවරයා}),[:හැකියාව],(:Entity {name: සභාපතිවරයාගේ ස්ථානයේ ක්‍රියා කිරීමට වෙනත් සාමාජිකයෙකු})
(:Entity {name: අමාත්‍යවරයා}),[:හැකියාව],(:Entity {name: සභාපති ලෙස පත්වීම})
(:Entity {name: අමාත්‍යවරයා}),[:හැකියාව],(:Entity {name: වෙනත් සාමාජිකයෙකු සභාපති ලෙස})
(:Entity {name: අමාත්‍යවරයා}),[:පාලනය],(:Entity {name: ප්‍රධාන නියාමන අධිකාරිය ලෙස})
(:Entity {name: අමාත්‍යවරයා}),[:තිබේ],(:Entity {name: නිදහස් කිරීමේ බලතල})
(:Entity {name: අමාත්‍යවරයා}),[:ඉල්ලා_සිටීමට_බලය_ඇත],(:Entity {name: වාර්තා ගිණුම් තොරතුරු})
(:Entity {name: අමාත්‍යවරයා}),[:තීරණය_කිරීම],(:Entity {name: මුදල් විෂයයට භාර අමාත්‍යවරයාගේ එකඟත්වය සමඟ})
(:Entity {name: අමාත්‍යවරයා}),[:තීරණය_කිරීම],(:Entity {name: වන්දි මුදල})
(:Entity {name: අමාත්‍යවරයා}),[:තීරණය_කිරීම],(:Entity {name: කොටස්වලට බෙදීම සඳහා මුදල})
(:Entity {name: අමාත්‍යවරයා}),[:තීරණය_කිරීම],(:Entity {name: කොටස් වටිනාකම})
(:Entity {name: අමාත්‍යවරයා}),[:තීරණය_කිරීම],(:Entity {name: කොටස් බෙදා හැරීමේ පදනම})
(:Entity {name: අමාත්‍යවරයා}),[:තීරණය_කිරීම],(:Entity {name: කොටස් වෙනුවට වන්දි මුදල})
(:Entity {name: අමාත්‍යවරයා}),[:නියම_කිරීම],(:Entity {name: ගැසට් නිවේදනයක් මගින් දිනය})
(:Entity {name: අමාත්‍යවරයා}),[:ප්‍රකාශයට_පත්_කිරීම],(:Entity {name: සංස්ථාපන නියෝගයක්})
(:Entity {name: අමාත්‍යවරයා}),[:ලබා_දීම],(:Entity {name: ලිඛිත උපදෙස්})
(:Entity {name: අමාත්‍යවරයා}),[:නිදහස්_වීම],(:Entity {name: ගැසට් නිවේදනයක් මගින් සංගම්})
(:Entity {name: අමාත්‍යවරයා}),[:අනුමත_කිරීම],(:Entity {name: අනුමත සුරැකුම්})
(:Entity {name: අමාත්‍යවරයා}),[:අනුමත_කිරීම],(:Entity {name: සුරැකුම්})
(:Entity {name: අමාත්‍යවරයා}),[:අනුමත_කිරීම],(:Entity {name: වෙනත් සුරැකුම්})
(:Entity {name: අමාත්‍යවරයා}),[:සකස්_කිරීම],(:Entity {name: රෙගුලාසි})
(:Entity {name: රෙගුලාසි}),[:අවශ්‍යතාව],(:Entity {name: අනුමැතිය})
(:Entity {name: රෙගුලාසි}),[:ක්‍රියාත්මක_කිරීම],(:Entity {name: පනතෙහි මූලධර්ම සහ විධිවිධාන})
